@relation J48_external-comb.arff

@attribute Psi_e_A numeric
@attribute PCR numeric
@attribute GATS8i numeric
@attribute nRCOOH numeric
@attribute nImidazoles numeric
@attribute SaaCH numeric
@attribute CATS2D_07_AP numeric
@attribute SHED_LL numeric
@attribute B05[N-O] numeric
@attribute B06[C-C] numeric
@attribute B07[C-O] numeric
@attribute B08[C-C] numeric
@attribute F03[N-S] numeric
@attribute F09[N-N] numeric
@attribute F09[N-N] numeric
@attribute MACCSFP8 numeric
@attribute MACCSFP37 numeric
@attribute MACCSFP38 numeric
@attribute MACCSFP48 numeric
@attribute MACCSFP49 numeric
@attribute MACCSFP62 numeric
@attribute MACCSFP80 numeric
@attribute MACCSFP84 numeric
@attribute MACCSFP125 numeric
@attribute Actividad {Act1,Act-1}

@data
7.5255,1.469,1.0366,0,0,12.1913,0,8.9367,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.9077,1.2966,0.8167,0,0,21.7796,0,10.149,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9891,1.2956,0.8129,0,0,19.247,0,10.1215,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.8003,1.3073,1.0118,0,0,11.0946,0,11.082,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.8704,1.247,0.8035,0,0,11.2767,0,13.2197,1,1,1,1,2,1,1,0,1,0,0,0,1,1,0,1,Act1
7.5893,1.4244,1.019,0,1,15.5873,0,13.3032,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Act1
7.5517,1.4476,1.0374,0,0,15.9311,0,12.4217,1,1,1,1,3,0,0,0,0,1,0,0,1,0,0,1,Act1
7.7832,1.426,1.1249,0,0,14.5817,0,12.7555,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.0588,1.3044,0.9007,0,0,20.0733,0,9.2627,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9753,1.3055,1.0262,0,0,19.0769,0,9.6558,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.6687,1.2689,1.0116,0,0,13.5539,0,15.0686,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Act1
7.8909,1.2689,0.9537,0,0,12.051,0,13.5139,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Act1
7.9531,1.2974,0.916,0,0,16.89,0,11.9793,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1,1.3029,0.8831,0,0,18.2232,0,11.6127,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.8833,1.2865,0.8457,0,0,17.9052,0,10.63,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7411,1.2761,0.9302,0,0,11.1955,0,13.9345,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Act1
7.7724,1.307,1.0472,0,0,7.6675,0,5.6611,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.7222,1.3166,0.9113,0,0,11.7595,0,7.8464,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.3764,1.4278,1.0004,0,0,15.9428,0,9.4853,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.0104,1.3064,0.778,0,0,8.7435,0,9.2155,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,Act1
7.4405,1.5119,0.7361,0,0,14.7264,0,9.1948,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.6465,1.4453,0.9006,0,0,23.4492,0,12.0815,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act-1
7.6847,1.4338,0.9881,0,0,22.5096,0,15.1667,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.6506,1.3983,0.9933,0,0,11.9977,0,9.0517,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9815,1.3778,0.8813,0,0,10.2549,0,5.5516,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.9902,1.4088,0.9605,0,1,17.1528,0,11.1982,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,1,Act1
7.6004,1.3841,0.9623,0,0,11.7522,0,11.2123,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.8704,1.3851,0.9254,0,0,17.8485,0,11.2425,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Act1
7.7745,1.3796,0.9461,0,0,20.651,0,11.9512,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Act1
7.7525,1.2856,0.9694,0,0,17.5409,0,14.6633,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,Act1
7.8125,1.3845,1.0069,0,0,20.1464,0,11.5725,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.5139,1.47,1.0986,0,0,14.0724,0,8.0385,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.4493,1.4738,1.0528,0,0,14.575,0,8.1971,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.8347,1.4581,0.9811,0,0,24.8616,0,14.018,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,Act1
7.9905,1.2577,0.9284,0,0,16.0637,0,13.0859,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,Act1
7.8981,1.4771,1.015,0,0,21.2101,0,12.829,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,Act1
7.5972,1.4122,0.8782,0,0,10.0963,0,10.0017,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.569,1.475,0.8863,0,0,20.3011,0,14.0002,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.6867,1.4158,1.0307,0,0,17.3394,0,10.3071,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7097,1.4473,1.1162,0,0,13.8011,0,10.6563,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,Act1
7.7692,1.5104,0.757,0,0,13.0866,0,9.7147,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.571,1.3937,1.0511,0,1,13.2817,0,12.4413,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.7598,1.5062,1.0519,0,0,23.7448,0,13.8761,1,1,1,1,2,0,0,0,0,1,0,0,1,1,0,1,Act1
7.9678,1.3124,0.7581,0,0,7.3467,0,8.8368,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Act1
8.2569,1.4239,0.8182,0,0,15.2981,0,10.3028,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
8.4772,1.4409,1.0578,0,0,11.7025,0,10.4893,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
8.0962,1.4018,1.0479,0,0,8.1762,0,12.1351,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.7567,1.3012,0.9923,0,0,9.8736,0,9.5445,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,Act1
7.7882,1.3061,0.9608,0,0,9.8318,0,8.6535,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,Act1
7.753,1.3724,0.9609,0,0,20.0511,0,10.172,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,Act1
8.0158,1.4153,0.9992,0,0,18.0105,0,9.1576,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.7333,1.37,0.9364,0,1,12.834,0,12.7625,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.6131,1.3744,1.0868,0,0,15.7712,0,15.8144,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.9409,1.485,1.0303,0,0,20.3037,0,15.2073,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Act1
7.8189,1.4149,1.2731,0,0,14.7799,0,14.1574,1,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,Act-1
7.5741,1.3945,0.7075,0,0,16.757,0,11.5261,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,Act1
8.1233,1.2972,1.07,0,0,6.5862,0,5.9528,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,Act1
7.7559,1.2584,1.1735,0,0,13.0724,0,16.0677,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Act1
7.9839,1.4045,0.859,0,0,14.9244,0,9.7485,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.5677,1.4869,1.1003,0,1,15.9157,0,15.6404,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8,1.431,0.7664,0,0,11.2833,0,8.3204,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.6667,1.4024,1.0484,0,0,13.8665,0,13.2863,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
8.0794,1.4463,0.7549,0,0,15.8893,0,10.4009,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,Act1
7.9083,1.3973,0.8536,0,0,16.5323,0,12.4756,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.1478,1.3276,0.9927,0,0,3.0526,0,8.6835,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,Act1
8.2767,1.331,0.7061,0,0,5.6608,0,8.1288,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,Act1
7.7963,1.3669,1.1198,0,0,8.9596,0,14.5921,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,1,Act1
7.8819,1.3523,0.9027,0,0,18.9902,0,13.0506,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Act1
7.8976,1.3582,0.9306,0,0,18.9675,0,12.7654,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Act1
7.7024,1.426,0.8196,0,0,12.0658,0,10.0037,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.7222,1.3907,1.0322,0,0,17.8666,0,17.3309,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.7667,1.4594,0.8948,0,0,19.1124,0,10.7859,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.7323,1.4803,0.9102,0,0,21.6519,0,11.9192,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.7549,1.4037,1.0888,0,0,15.5743,0,17.47,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.899,1.4005,1.0003,0,0,14.2655,0,17.47,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.7731,1.396,1.0371,0,0,13.5055,0,16.5547,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.7731,1.4024,1.0959,0,0,13.5193,0,17.4808,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.7333,1.3953,1.1019,0,0,15.6683,0,18.2944,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.5811,1.4569,0.945,0,0,16.3034,0,16.6927,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.529,1.5621,0.9709,0,0,16.3885,0,8.2551,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.8012,1.4321,1.0376,0,0,23.4984,0,14.5725,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.7583,1.4246,1.0658,0,0,23.8617,0,14.8554,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.7265,1.4259,0.9565,0,0,24.5333,0,15.3311,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.7348,1.4617,1.1893,0,0,7.0915,0,8.3199,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.7029,1.4505,0.9671,0,0,7.26,0,7.8339,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.6768,1.4069,0.9428,0,0,17.7142,0,16.4625,1,1,1,1,0,2,2,0,0,0,0,0,1,1,0,1,Act1
7.4646,1.4783,1.2321,0,0,24.9744,0,15.9683,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.8724,1.3571,1.1814,0,0,13.6438,0,14.2939,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.8185,1.4041,0.9564,0,0,10.9025,0,10.8358,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.2839,1.5157,0.6548,0,0,11.6575,0,11.1935,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.87,1.4115,0.9033,0,0,16.268,0,10.2522,0,1,1,1,4,0,0,0,0,1,0,0,0,1,1,1,Act1
7.7917,1.386,0.8665,0,0,10.9665,0,8.9919,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.8426,1.4133,0.8607,0,0,15.5959,0,11.9767,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.8488,1.4178,0.8987,0,0,13.5685,0,10.4955,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.8125,1.4142,0.915,0,0,15.7064,0,13.7661,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.7284,1.3766,1.0394,0,0,19.0025,0,11.638,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7333,1.3668,1.1964,0,0,18.5272,0,12.5208,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.6806,1.3668,0.9016,0,0,19.2513,0,14.2361,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.3567,1.2571,0.8624,0,0,6.4276,0,6.3053,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,Act1
7.4349,1.3713,0.9096,0,0,18.9112,0,14.4922,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,Act1
7.6863,1.3571,0.977,0,0,17.5208,0,18.1063,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.9779,1.3619,0.8271,0,0,6.1874,0,13.8284,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,Act1
7.6667,1.3613,0.839,0,0,17.5002,0,15.7006,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.8678,1.4555,1.2439,0,0,14.3708,0,14.1636,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,Act1
7.6369,1.4471,0.827,0,0,27.4561,0,10.3331,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.6833,1.2646,1.0397,0,0,6.5245,0,13.8126,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,Act1
7.9508,1.2938,1.1161,0,0,12.4703,0,2.8717,1,1,1,1,2,1,1,0,0,0,0,0,1,1,1,1,Act-1
8.1997,1.2925,0.8117,0,0,9.8932,0,7.3837,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9705,1.3274,0.9707,0,0,11.8078,0,15.3869,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Act1
8.1111,1.5537,1.0016,0,1,15.5405,0,10.1159,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.0188,1.2904,0.9308,0,0,20.2847,0,11.7097,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.8472,1.3129,1.0916,0,0,10.2455,0,8.7024,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act-1
7.6827,1.3996,1.3972,0,0,7.7166,0,10.9088,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,Act1
7.72,1.2868,0.6317,0,0,14.9935,0,10.7545,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.75,1.2722,0.8925,0,0,12.2098,0,14.7654,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Act-1
7.9983,1.2857,0.9116,0,0,9.2375,0,15.7594,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,Act-1
7.7892,1.4139,0.9351,0,0,20.2415,0,12.8332,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Act1
7.8418,1.3154,1.0783,0,0,14.8599,0,11.0441,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,Act1
7.8556,1.3164,1.165,0,0,12.7319,0,11.0043,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,Act1
7.8137,1.5745,0.9897,0,0,13.4165,0,13.675,1,1,1,1,2,2,2,0,0,1,0,0,0,1,0,1,Act1
7.7778,1.5644,1.0109,0,0,13.5333,0,13.5914,1,1,1,1,2,2,2,0,0,1,0,0,0,1,0,1,Act1
7.6111,1.5737,0.9385,0,0,19.0365,0,11.0797,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.6197,1.5163,0.7297,0,1,14.7375,0,8.9942,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.7097,1.4254,1.074,0,0,15.6539,0,12.6924,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,Act1
8.0221,1.2872,0.971,0,0,9.1927,0,11.7785,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Act1
7.7366,1.3121,1.03,0,0,13.0952,0,10.8471,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.9453,1.3082,0.8969,0,0,18.5443,0,10.3365,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7654,1.3979,1.0956,0,0,8.9298,0,11.3945,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1,1,Act1
7.7429,1.2861,1.1096,0,0,10.9654,0,8.666,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.0086,1.4128,0.927,0,0,10.8902,0,10.9306,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.79,1.2184,0.9359,0,0,24.4888,0,17.9495,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,Act1
7.8574,1.2225,0.5172,0,0,7.3603,0,6.3195,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Act1
7.7599,1.5005,0.9008,0,0,23.9169,0,15.4966,1,1,1,1,0,2,2,0,0,1,0,0,1,1,0,1,Act-1
7.4541,1.385,0.9062,0,0,14.4562,0,7.1934,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,Act1
7.6026,1.4291,1.0788,0,0,16.2704,0,7.9878,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Act1
7.5072,1.5173,0.9289,0,0,15.7677,0,13.7339,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,Act1
7.6379,1.4616,0.9628,0,0,11.4886,0,9.3852,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.6543,1.4309,0.9851,0,0,0,0,16.8642,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.4977,1.1932,1.1672,0,0,1.6412,0,9.8678,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5234,1.3262,0.9619,0,0,16.0256,0,7.3108,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.0645,1.1002,1.189,0,0,4.7866,0,7.7085,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act1
7.85,1.3988,1.0707,0,0,10.8403,0,8.9676,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.7444,1.3721,0.9037,0,0,12.6285,0,11.9447,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.9195,1.3829,0.9559,0,0,4.1972,0,13.165,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.1914,1.1543,0.9248,0,0,6.6648,0,11.8127,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act1
7.934,1.6066,1.077,0,0,22.4598,0,15.2572,1,1,1,1,1,3,3,0,0,1,0,0,1,1,0,1,Act1
7.7139,1.4336,0.935,0,0,9.9685,0,11.7832,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,Act1
7.8148,1.4378,1.2058,0,1,5.2504,0,8.3199,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,Act1
